Mag_AB	SNR	zodi Filt	time
  20.10   10.0  1.4  F106         10
  20.10   10.0  1.4  F129         10
  20.10   10.0  1.4  F158         10
  20.10   10.0  1.4  F184         10
  20.10   10.0  1.4  F146         10
  20.10   10.0  1.4  F213         10
  20.10   10.0  2.0  F062         10
  20.10   10.0  2.0  F087         10
  20.10   10.0  2.0  F106         10
  20.10   10.0  2.0  F129         10
  20.10   10.0  2.0  F158         10
  20.10   10.0  2.0  F184         10
  20.10   10.0  2.0  F146         10
  20.10   10.0  2.0  F213         10
  20.10   10.0  3.5  F062         10
  20.10   10.0  3.5  F087         10
  20.10   10.0  3.5  F106         10
  20.10   10.0  3.5  F129         10
  20.10   10.0  3.5  F158         10
  20.10   10.0  3.5  F184         10
  20.10   10.0  3.5  F146         10
  20.10   10.0  3.5  F213         10
  20.10   15.0  1.2  F062         10
  20.10   15.0  1.2  F087         10
  20.10   15.0  1.2  F106         10
  20.10   15.0  1.2  F129         10
  20.10   15.0  1.2  F158         10
  20.10   15.0  1.2  F184         19
  20.10   15.0  1.2  F146         10
  20.10   15.0  1.2  F213         19
  20.10   15.0  1.4  F062         10
  20.10   15.0  1.4  F087         10
  20.10   15.0  1.4  F106         10
  20.10   15.0  1.4  F129         10
  20.10   15.0  1.4  F158         10
  20.10   15.0  1.4  F184         19
  20.10   15.0  1.4  F146         10
  20.10   15.0  1.4  F213         19
  20.10   15.0  2.0  F062         10
  20.10   15.0  2.0  F087         10
  20.10   15.0  2.0  F106         10
  20.10   15.0  2.0  F129         10
  20.10   15.0  2.0  F158         10
  20.10   15.0  2.0  F184         19
  20.10   15.0  2.0  F146         10
  20.10   15.0  2.0  F213         19
  20.10   15.0  3.5  F062         10
  20.10   15.0  3.5  F087         10
  20.10   15.0  3.5  F106         10
  20.10   15.0  3.5  F129         10
  20.10   15.0  3.5  F158         10
  20.10   15.0  3.5  F184         19
  20.10   15.0  3.5  F146         10
  20.10   15.0  3.5  F213         19
  20.10   20.0  1.2  F062         10
  20.10   20.0  1.2  F087         19
  20.10   20.0  1.2  F106         19
  20.10   20.0  1.2  F129         19
  20.10   20.0  1.2  F158         19
  20.10   20.0  1.2  F184         19
  20.10   20.0  1.2  F146         10
  20.10   20.0  1.2  F213         28
  20.10   20.0  1.4  F062         10
  20.10   20.0  1.4  F087         19
  20.10   20.0  1.4  F106         19
  20.10   20.0  1.4  F129         19
  20.10   20.0  1.4  F158         19
  20.10   20.0  1.4  F184         19
  20.10   20.0  1.4  F146         10
  20.10   20.0  1.4  F213         28
  20.10   20.0  2.0  F062         10
  20.10   20.0  2.0  F087         19
  20.10   20.0  2.0  F106         19
  20.10   20.0  2.0  F129         19
  20.10   20.0  2.0  F158         19
  20.10   20.0  2.0  F184         19
  20.10   20.0  2.0  F146         10
  20.10   20.0  2.0  F213         28
  20.10   20.0  3.5  F062         10
  20.10   20.0  3.5  F087         19
  20.10   20.0  3.5  F106         19
  20.10   20.0  3.5  F129         19
  20.10   20.0  3.5  F158         19
  20.10   20.0  3.5  F184         19
  20.10   20.0  3.5  F146         10
  20.10   20.0  3.5  F213         28
  20.10   50.0  1.2  F062         28
  20.10   50.0  1.2  F087         37
  20.10   50.0  1.2  F106         37
  20.10   50.0  1.2  F129         28
  20.10   50.0  1.2  F158         28
  20.10   50.0  1.2  F184         46
  20.10   50.0  1.2  F146         10
  20.10   50.0  1.2  F213         73
  20.10   50.0  1.4  F062         28
  20.10   50.0  1.4  F087         37
  20.10   50.0  1.4  F106         37
  20.10   50.0  1.4  F129         37
  20.10   50.0  1.4  F158         28
  20.10   50.0  1.4  F184         46
  20.10   50.0  1.4  F146         10
  20.10   50.0  1.4  F213         73
  20.10   50.0  2.0  F062         28
  20.10   50.0  2.0  F087         37
  20.10   50.0  2.0  F106         37
  20.10   50.0  2.0  F129         37
  20.10   50.0  2.0  F158         28
  20.10   50.0  2.0  F184         46
  20.10   50.0  2.0  F146         10
  20.10   50.0  2.0  F213         73
  20.10   50.0  3.5  F062         28
  20.10   50.0  3.5  F087         37
  20.10   50.0  3.5  F106         37
  20.10   50.0  3.5  F129         37
  20.10   50.0  3.5  F158         37
  20.10   50.0  3.5  F184         46
  20.10   50.0  3.5  F146         19
  20.10   50.0  3.5  F213         73
  20.20    5.0  1.2  F062         10
  20.20    5.0  1.2  F087         10
  20.20    5.0  1.2  F106         10
  20.20    5.0  1.2  F129         10
  20.20    5.0  1.2  F158         10
  20.20    5.0  1.2  F184         10
  20.20    5.0  1.2  F146         10
  20.20    5.0  1.2  F213         10
  20.20    5.0  1.4  F062         10
  20.20    5.0  1.4  F087         10
  20.20    5.0  1.4  F106         10
  20.20    5.0  1.4  F129         10
  20.20    5.0  1.4  F158         10
  20.20    5.0  1.4  F184         10
  20.20    5.0  1.4  F146         10
  20.20    5.0  1.4  F213         10
  20.20    5.0  2.0  F062         10
  20.20    5.0  2.0  F087         10
  20.20    5.0  2.0  F106         10
  20.20    5.0  2.0  F129         10
  20.20    5.0  2.0  F158         10
  20.20    5.0  2.0  F184         10
  20.20    5.0  2.0  F146         10
  20.20    5.0  2.0  F213         10
  20.20    5.0  3.5  F062         10
  20.20    5.0  3.5  F087         10
  20.20    5.0  3.5  F106         10
  20.20    5.0  3.5  F129         10
  20.20    5.0  3.5  F158         10
  20.20    5.0  3.5  F184         10
  20.20    5.0  3.5  F146         10
  20.20    5.0  3.5  F213         10
  20.20   10.0  1.2  F062         10
  20.20   10.0  1.2  F087         10
  20.20   10.0  1.2  F106         10
  20.20   10.0  1.2  F129         10
  20.20   10.0  1.2  F158         10
  20.20   10.0  1.2  F184         10
  20.20   10.0  1.2  F146         10
  20.20   10.0  1.2  F213         10
  20.20   10.0  1.4  F062         10
  20.20   10.0  1.4  F087         10
  20.20   10.0  1.4  F106         10
  20.20   10.0  1.4  F129         10
  20.20   10.0  1.4  F158         10
  20.20   10.0  1.4  F184         10
  20.20   10.0  1.4  F146         10
  20.20   10.0  1.4  F213         10
  20.20   10.0  2.0  F062         10
  20.20   10.0  2.0  F087         10
  20.20   10.0  2.0  F106         10
  20.20   10.0  2.0  F129         10
  20.20   10.0  2.0  F158         10
  20.20   10.0  2.0  F184         10
  20.20   10.0  2.0  F146         10
  20.20   10.0  2.0  F213         10
  20.20   10.0  3.5  F062         10
  20.20   10.0  3.5  F087         10
  20.20   10.0  3.5  F106         10
  20.20   10.0  3.5  F129         10
  20.20   10.0  3.5  F158         10
  20.20   10.0  3.5  F184         10
  20.20   10.0  3.5  F146         10
  20.20   10.0  3.5  F213         10
  20.20   15.0  1.2  F062         10
  20.20   15.0  1.2  F087         10
  20.20   15.0  1.2  F106         10
  20.20   15.0  1.2  F129         10
  20.20   15.0  1.2  F158         10
  20.20   15.0  1.2  F184         19
  20.20   15.0  1.2  F146         10
  20.20   15.0  1.2  F213         19
  20.20   15.0  1.4  F062         10
  20.20   15.0  1.4  F087         10
  20.20   15.0  1.4  F106         10
  20.20   15.0  1.4  F129         10
  20.20   15.0  1.4  F158         10
  20.20   15.0  1.4  F184         19
  20.20   15.0  1.4  F146         10
  20.20   15.0  1.4  F213         19
  20.20   15.0  2.0  F062         10
  20.20   15.0  2.0  F087         10
  20.20   15.0  2.0  F106         10
  20.20   15.0  2.0  F129         10
  20.20   15.0  2.0  F158         10
  20.20   15.0  2.0  F184         19
  20.20   15.0  2.0  F146         10
  20.20   15.0  2.0  F213         19
  20.20   15.0  3.5  F062         10
  20.20   15.0  3.5  F087         10
  20.20   15.0  3.5  F106         10
  20.20   15.0  3.5  F129         10
  20.20   15.0  3.5  F158         10
  20.20   15.0  3.5  F184         19
  20.20   15.0  3.5  F146         10
  20.20   15.0  3.5  F213         19
  20.20   20.0  1.2  F062         10
  20.20   20.0  1.2  F087         19
  20.20   20.0  1.2  F106         19
  20.20   20.0  1.2  F129         19
  20.20   20.0  1.2  F158         19
  20.20   20.0  1.2  F184         19
  20.20   20.0  1.2  F146         10
  20.20   20.0  1.2  F213         28
  20.20   20.0  1.4  F062         10
  20.20   20.0  1.4  F087         19
  20.20   20.0  1.4  F106         19
  20.20   20.0  1.4  F129         19
  20.20   20.0  1.4  F158         19
  20.20   20.0  1.4  F184         19
  20.20   20.0  1.4  F146         10
  20.20   20.0  1.4  F213         28
  20.20   20.0  2.0  F062         10
  20.20   20.0  2.0  F087         19
  20.20   20.0  2.0  F106         19
  20.20   20.0  2.0  F129         19
  20.20   20.0  2.0  F158         19
  20.20   20.0  2.0  F184         19
  20.20   20.0  2.0  F146         10
  20.20   20.0  2.0  F213         28
  20.20   20.0  3.5  F062         10
  20.20   20.0  3.5  F087         19
  20.20   20.0  3.5  F106         19
  20.20   20.0  3.5  F129         19
  20.20   20.0  3.5  F158         19
  20.20   20.0  3.5  F184         19
  20.20   20.0  3.5  F146         10
  20.20   20.0  3.5  F213         28
  20.20   50.0  1.2  F062         28
  20.20   50.0  1.2  F087         37
  20.20   50.0  1.2  F106         37
  20.20   50.0  1.2  F129         37
  20.20   50.0  1.2  F158         37
  20.20   50.0  1.2  F184         46
  20.20   50.0  1.2  F146         19
  20.20   50.0  1.2  F213         83
  20.20   50.0  1.4  F062         28
  20.20   50.0  1.4  F087         37
  20.20   50.0  1.4  F106         37
  20.20   50.0  1.4  F129         37
  20.20   50.0  1.4  F158         37
  20.20   50.0  1.4  F184         46
  20.20   50.0  1.4  F146         19
  20.20   50.0  1.4  F213         83
  20.20   50.0  2.0  F062         28
  20.20   50.0  2.0  F087         37
  20.20   50.0  2.0  F106         37
  20.20   50.0  2.0  F129         37
  20.20   50.0  2.0  F158         37
  20.20   50.0  2.0  F184         46
  20.20   50.0  2.0  F146         19
  20.20   50.0  2.0  F213         92
  20.20   50.0  3.5  F062         28
  20.20   50.0  3.5  F087         37
  20.20   50.0  3.5  F106         37
  20.20   50.0  3.5  F129         37
  20.20   50.0  3.5  F158         37
  20.20   50.0  3.5  F184         55
  20.20   50.0  3.5  F146         19
  20.20   50.0  3.5  F213         92
  20.30    5.0  1.2  F062         10
  20.30    5.0  1.2  F087         10
  20.30    5.0  1.2  F106         10
  20.30    5.0  1.2  F129         10
  20.30    5.0  1.2  F158         10
  20.30    5.0  1.2  F184         10
  20.30    5.0  1.2  F146         10
  20.30    5.0  1.2  F213         10
  20.30    5.0  1.4  F062         10
  20.30    5.0  1.4  F087         10
  20.30    5.0  1.4  F106         10
  20.30    5.0  1.4  F129         10
  20.30    5.0  1.4  F158         10
  20.30    5.0  1.4  F184         10
  20.30    5.0  1.4  F146         10
  20.30    5.0  1.4  F213         10
  20.30    5.0  2.0  F062         10
  20.30    5.0  2.0  F087         10
  20.30    5.0  2.0  F106         10
  20.30    5.0  2.0  F129         10
  20.30    5.0  2.0  F158         10
  20.30    5.0  2.0  F184         10
  20.30    5.0  2.0  F146         10
  20.30    5.0  2.0  F213         10
  20.30    5.0  3.5  F062         10
  20.30    5.0  3.5  F087         10
  20.30    5.0  3.5  F106         10
  20.30    5.0  3.5  F129         10
  20.30    5.0  3.5  F158         10
  20.30    5.0  3.5  F184         10
  20.30    5.0  3.5  F146         10
  20.30    5.0  3.5  F213         10
  20.30   10.0  1.2  F062         10
  20.30   10.0  1.2  F087         10
  20.30   10.0  1.2  F106         10
  20.30   10.0  1.2  F129         10
  20.30   10.0  1.2  F158         10
  20.30   10.0  1.2  F184         10
  20.30   10.0  1.2  F146         10
  20.30   10.0  1.2  F213         19
  20.30   10.0  1.4  F062         10
  20.30   10.0  1.4  F087         10
  20.30   10.0  1.4  F106         10
  20.30   10.0  1.4  F129         10
  20.30   10.0  1.4  F158         10
  20.30   10.0  1.4  F184         10
  20.30   10.0  1.4  F146         10
  20.30   10.0  1.4  F213         19
  20.30   10.0  2.0  F062         10
  20.30   10.0  2.0  F087         10
  20.30   10.0  2.0  F106         10
  20.30   10.0  2.0  F129         10
  20.30   10.0  2.0  F158         10
  20.30   10.0  2.0  F184         10
  20.30   10.0  2.0  F146         10
  20.30   10.0  2.0  F213         19
  20.30   10.0  3.5  F062         10
  20.30   10.0  3.5  F087         10
  20.30   10.0  3.5  F106         10
  20.30   10.0  3.5  F129         10
  20.30   10.0  3.5  F158         10
  20.30   10.0  3.5  F184         10
  20.30   10.0  3.5  F146         10
  20.30   10.0  3.5  F213         19
  20.30   15.0  1.2  F062         10
  20.30   15.0  1.2  F087         19
  20.30   15.0  1.2  F106         10
  20.30   15.0  1.2  F129         10
  20.30   15.0  1.2  F158         10
  20.30   15.0  1.2  F184         19
  20.30   15.0  1.2  F146         10
  20.30   15.0  1.2  F213         19
  20.30   15.0  1.4  F062         10
  20.30   15.0  1.4  F087         19
  20.30   15.0  1.4  F106         10
  20.30   15.0  1.4  F129         10
  20.30   15.0  1.4  F158         10
  20.30   15.0  1.4  F184         19
  20.30   15.0  1.4  F146         10
  20.30   15.0  1.4  F213         19
  20.30   15.0  2.0  F062         10
  20.30   15.0  2.0  F087         19
  20.30   15.0  2.0  F106         10
  20.30   15.0  2.0  F129         10
  20.30   15.0  2.0  F158         10
  20.30   15.0  2.0  F184         19
  20.30   15.0  2.0  F146         10
  20.30   15.0  2.0  F213         19
  20.30   15.0  3.5  F062         10
  20.30   15.0  3.5  F087         19
  20.30   15.0  3.5  F106         10
  20.30   15.0  3.5  F129         10
  20.30   15.0  3.5  F158         10
  20.30   15.0  3.5  F184         19
  20.30   15.0  3.5  F146         10
  20.30   15.0  3.5  F213         19
  20.30   20.0  1.2  F062         10
  20.30   20.0  1.2  F087         19
  20.30   20.0  1.2  F106         19
  20.30   20.0  1.2  F129         19
  20.30   20.0  1.2  F158         19
  20.30   20.0  1.2  F184         19
  20.30   20.0  1.2  F146         10
  20.30   20.0  1.2  F213         28
  20.30   20.0  1.4  F062         10
  20.30   20.0  1.4  F087         19
  20.30   20.0  1.4  F106         19
  20.30   20.0  1.4  F129         19
  20.30   20.0  1.4  F158         19
  20.30   20.0  1.4  F184         28
  20.30   20.0  1.4  F146         10
  20.30   20.0  1.4  F213         28
  20.30   20.0  2.0  F062         19
  20.30   20.0  2.0  F087         19
  20.30   20.0  2.0  F106         19
  20.30   20.0  2.0  F129         19
  20.30   20.0  2.0  F158         19
  20.30   20.0  2.0  F184         28
  20.30   20.0  2.0  F146         10
  20.30   20.0  2.0  F213         28
  20.30   20.0  3.5  F062         19
  20.30   20.0  3.5  F087         19
  20.30   20.0  3.5  F106         19
  20.30   20.0  3.5  F129         19
  20.30   20.0  3.5  F158         19
  20.30   20.0  3.5  F184         28
  20.30   20.0  3.5  F146         10
  20.30   20.0  3.5  F213         28
  20.30   50.0  1.2  F062         28
  20.30   50.0  1.2  F087         37
  20.30   50.0  1.2  F106         37
  20.30   50.0  1.2  F129         37
  20.30   50.0  1.2  F158         37
  20.30   50.0  1.2  F184         55
  20.30   50.0  1.2  F146         19
  20.30   50.0  1.2  F213        101
  20.30   50.0  1.4  F062         28
  20.30   50.0  1.4  F087         37
  20.30   50.0  1.4  F106         37
  20.30   50.0  1.4  F129         37
  20.30   50.0  1.4  F158         37
  20.30   50.0  1.4  F184         55
  20.30   50.0  1.4  F146         19
  20.30   50.0  1.4  F213        101
  20.30   50.0  2.0  F062         28
  20.30   50.0  2.0  F087         37
  20.30   50.0  2.0  F106         37
  20.30   50.0  2.0  F129         37
  20.30   50.0  2.0  F158         37
  20.30   50.0  2.0  F184         55
  20.30   50.0  2.0  F146         19
  20.30   50.0  2.0  F213        101
  20.30   50.0  3.5  F062         28
  20.30   50.0  3.5  F087         37
  20.30   50.0  3.5  F106         37
  20.30   50.0  3.5  F129         37
  20.30   50.0  3.5  F158         37
  20.30   50.0  3.5  F184         55
  20.30   50.0  3.5  F146         19
  20.30   50.0  3.5  F213        101
  20.40    5.0  1.2  F062         10
  20.40    5.0  1.2  F087         10
  20.40    5.0  1.2  F106         10
  20.40    5.0  1.2  F129         10
  20.40    5.0  1.2  F158         10
  20.40    5.0  1.2  F184         10
  20.40    5.0  1.2  F146         10
  20.40    5.0  1.2  F213         10
  20.40    5.0  1.4  F062         10
  20.40    5.0  1.4  F087         10
  20.40    5.0  1.4  F106         10
  20.40    5.0  1.4  F129         10
  20.40    5.0  1.4  F158         10
  20.40    5.0  1.4  F184         10
  20.40    5.0  1.4  F146         10
  20.40    5.0  1.4  F213         10
  20.40    5.0  2.0  F062         10
  20.40    5.0  2.0  F087         10
  20.40    5.0  2.0  F106         10
  20.40    5.0  2.0  F129         10
  20.40    5.0  2.0  F158         10
  20.40    5.0  2.0  F184         10
  20.40    5.0  2.0  F146         10
  20.40    5.0  2.0  F213         10
  20.40    5.0  3.5  F062         10
  20.40    5.0  3.5  F087         10
  20.40    5.0  3.5  F106         10
  20.40    5.0  3.5  F129         10
  20.40    5.0  3.5  F158         10
  20.40    5.0  3.5  F184         10
  20.40    5.0  3.5  F146         10
  20.40    5.0  3.5  F213         10
  20.40   10.0  1.2  F062         10
  20.40   10.0  1.2  F087         10
  20.40   10.0  1.2  F106         10
  20.40   10.0  1.2  F129         10
  20.40   10.0  1.2  F158         10
  20.40   10.0  1.2  F184         19
  20.40   10.0  1.2  F146         10
  20.40   10.0  1.2  F213         19
  20.40   10.0  1.4  F062         10
  20.40   10.0  1.4  F087         10
  20.40   10.0  1.4  F106         10
  20.40   10.0  1.4  F129         10
  20.40   10.0  1.4  F158         10
  20.40   10.0  1.4  F184         19
  20.40   10.0  1.4  F146         10
  20.40   10.0  1.4  F213         19
  20.40   10.0  2.0  F062         10
  20.40   10.0  2.0  F087         10
  20.40   10.0  2.0  F106         10
  20.40   10.0  2.0  F129         10
  20.40   10.0  2.0  F158         10
  20.40   10.0  2.0  F184         19
  20.40   10.0  2.0  F146         10
  20.40   10.0  2.0  F213         19
  20.40   10.0  3.5  F062         10
  20.40   10.0  3.5  F087         10
  20.40   10.0  3.5  F106         10
  20.40   10.0  3.5  F129         10
  20.40   10.0  3.5  F158         10
  20.40   10.0  3.5  F184         19
  20.40   10.0  3.5  F146         10
  20.40   10.0  3.5  F213         19
  20.40   15.0  1.2  F062         10
  20.40   15.0  1.2  F087         19
  20.40   15.0  1.2  F106         19
  20.40   15.0  1.2  F129         19
  20.40   15.0  1.2  F158         19
  20.40   15.0  1.2  F184         19
  20.40   15.0  1.2  F146         10
  20.40   15.0  1.2  F213         28
  20.40   15.0  1.4  F062         10
  20.40   15.0  1.4  F087         19
  20.40   15.0  1.4  F106         19
  20.40   15.0  1.4  F129         19
  20.40   15.0  1.4  F158         19
  20.40   15.0  1.4  F184         19
  20.40   15.0  1.4  F146         10
  20.40   15.0  1.4  F213         28
  20.40   15.0  2.0  F062         10
  20.40   15.0  2.0  F087         19
  20.40   15.0  2.0  F106         19
  20.40   15.0  2.0  F129         19
  20.40   15.0  2.0  F158         19
  20.40   15.0  2.0  F184         19
  20.40   15.0  2.0  F146         10
  20.40   15.0  2.0  F213         28
  20.40   15.0  3.5  F062         10
  20.40   15.0  3.5  F087         19
  20.40   15.0  3.5  F106         19
  20.40   15.0  3.5  F129         19
  20.40   15.0  3.5  F158         19
  20.40   15.0  3.5  F184         19
  20.40   15.0  3.5  F146         10
  20.40   15.0  3.5  F213         28
  20.40   20.0  1.2  F062         19
  20.40   20.0  1.2  F087         19
  20.40   20.0  1.2  F106         19
  20.40   20.0  1.2  F129         19
  20.40   20.0  1.2  F158         19
  20.40   20.0  1.2  F184         28
  20.40   20.0  1.2  F146         10
  20.40   20.0  1.2  F213         28
  20.40   20.0  1.4  F062         19
  20.40   20.0  1.4  F087         19
  20.40   20.0  1.4  F106         19
  20.40   20.0  1.4  F129         19
  20.40   20.0  1.4  F158         19
  20.40   20.0  1.4  F184         28
  20.40   20.0  1.4  F146         10
  20.40   20.0  1.4  F213         28
  20.40   20.0  2.0  F062         19
  20.40   20.0  2.0  F087         19
  20.40   20.0  2.0  F106         19
  20.40   20.0  2.0  F129         19
  20.40   20.0  2.0  F158         19
  20.40   20.0  2.0  F184         28
  20.40   20.0  2.0  F146         10
  20.40   20.0  2.0  F213         28
  20.40   20.0  3.5  F062         19
  20.40   20.0  3.5  F087         19
  20.40   20.0  3.5  F106         19
  20.40   20.0  3.5  F129         19
  20.40   20.0  3.5  F158         19
  20.40   20.0  3.5  F184         28
  20.40   20.0  3.5  F146         10
  20.40   20.0  3.5  F213         28
  20.40   50.0  1.2  F062         37
  20.40   50.0  1.2  F087         46
  20.40   50.0  1.2  F106         37
  20.40   50.0  1.2  F129         37
  20.40   50.0  1.2  F158         37
  20.40   50.0  1.2  F184         55
  20.40   50.0  1.2  F146         19
